zip_code,year,avg
11694,2005,460455.829457364
11694,2006,456136.60899654
11694,2007,415676.954918033
11694,2008,371034.056179775
11694,2009,451421.658031088
11694,2010,332641.748768473
11694,2011,424819.242268041
11694,2012,344310.502673797
11694,2013,358145.733333333
11694,2014,414980.731843575
11696,2004,480000
11697,2004,396666.666666667
11697,2005,580000
11697,2011,3000000
